wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: ewijaya to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run c2mc7zxw
wandb: Tracking run with wandb version 0.25.0
wandb: Run data is saved locally in /home/ubuntu/storage1/recursive-mol/src/wandb/run-20260311_093524-c2mc7zxw
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run nlp-d6-ReluSquared
wandb: ⭐️ View project at https://wandb.ai/ewijaya/recursive-mol
wandb: 🚀 View run at https://wandb.ai/ewijaya/recursive-mol/runs/c2mc7zxw
Track: nlp
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 320, 'window_pattern': 'SSSL', 'activation': 'ReluSquared', 'ffn_mult': 5, 'use_value_embeds': True, 'tie_embed_weights': False}
Parameter counts:
  wte                     : 2,621,440
  value_embeds            : 7,864,320
  lm_head                 : 2,621,440
  transformer_matrices    : 8,602,080
  scalars                 : 12
  total                   : 21,709,292
Estimated FLOPs per token: 9.879840e+07
Scaling AdamW LRs by 1/sqrt(320/768) = 1.549193
Time budget: 300s
Max epochs: 10
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010832 | lrm: 1.00 | dt: 3078ms | tok/sec: 21,291 | mfu: 1.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.107068 | lrm: 1.00 | dt: 1119ms | tok/sec: 58,569 | mfu: 4.6% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.941732 | lrm: 1.00 | dt: 231ms | tok/sec: 284,141 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.699428 | lrm: 1.00 | dt: 231ms | tok/sec: 284,195 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.381448 | lrm: 1.00 | dt: 231ms | tok/sec: 284,127 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.092753 | lrm: 1.00 | dt: 231ms | tok/sec: 284,159 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.842661 | lrm: 1.00 | dt: 231ms | tok/sec: 283,977 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.618115 | lrm: 1.00 | dt: 231ms | tok/sec: 284,202 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.422807 | lrm: 1.00 | dt: 231ms | tok/sec: 283,954 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.252739 | lrm: 1.00 | dt: 231ms | tok/sec: 283,910 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.100643 | lrm: 1.00 | dt: 231ms | tok/sec: 284,256 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.967200 | lrm: 1.00 | dt: 231ms | tok/sec: 284,011 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.847651 | lrm: 1.00 | dt: 231ms | tok/sec: 283,905 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00013 (0.2%) | loss: 6.743029 | lrm: 1.00 | dt: 231ms | tok/sec: 283,821 | mfu: 22.4% | epoch: 1 | remaining: 299s    
step 00014 (0.2%) | loss: 6.641575 | lrm: 1.00 | dt: 231ms | tok/sec: 284,036 | mfu: 22.4% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 6.553241 | lrm: 1.00 | dt: 230ms | tok/sec: 284,459 | mfu: 22.5% | epoch: 1 | remaining: 299s    
step 00016 (0.4%) | loss: 6.472402 | lrm: 1.00 | dt: 231ms | tok/sec: 284,286 | mfu: 22.5% | epoch: 1 | remaining: 299s    
step 00017 (0.5%) | loss: 6.398868 | lrm: 1.00 | dt: 230ms | tok/sec: 284,391 | mfu: 22.5% | epoch: 1 | remaining: 298s    
step 00018 (0.5%) | loss: 6.334424 | lrm: 1.00 | dt: 230ms | tok/sec: 284,609 | mfu: 22.5% | epoch: 1 | remaining: 298s    
step 00019 (0.6%) | loss: 6.270594 | lrm: 1.00 | dt: 230ms | tok/sec: 284,542 | mfu: 22.5% | epoch: 1 | remaining: 298s    
step 00020 (0.7%) | loss: 6.213929 | lrm: 1.00 | dt: 230ms | tok/sec: 284,595 | mfu: 22.5% | epoch: 1 | remaining: 298s    
step 00021 (0.8%) | loss: 6.159088 | lrm: 1.00 | dt: 230ms | tok/sec: 284,465 | mfu: 22.5% | epoch: 1 | remaining: 297s    
step 00022 (0.8%) | loss: 6.107902 | lrm: 1.00 | dt: 230ms | tok/sec: 284,394 | mfu: 22.5% | epoch: 1 | remaining: 297s    
step 00023 (0.9%) | loss: 6.059603 | lrm: 1.00 | dt: 230ms | tok/sec: 284,704 | mfu: 22.5% | epoch: 1 | remaining: 297s    
step 00024 (1.0%) | loss: 6.020226 | lrm: 1.00 | dt: 230ms | tok/sec: 284,510 | mfu: 22.5% | epoch: 1 | remaining: 297s    
step 00424 (31.7%) | loss: 3.672062 | lrm: 1.00 | dt: 230ms | tok/sec: 284,412 | mfu: 22.5% | epoch: 1 | remaining: 205s    
step 00425 (31.8%) | loss: 3.673200 | lrm: 1.00 | dt: 231ms | tok/sec: 284,235 | mfu: 22.5% | epoch: 1 | remaining: 204s    
step 00426 (31.9%) | loss: 3.679446 | lrm: 1.00 | dt: 230ms | tok/sec: 284,368 | mfu: 22.5% | epoch: 1 | remaining: 204s    
step 00427 (32.0%) | loss: 3.672989 | lrm: 1.00 | dt: 230ms | tok/sec: 284,334 | mfu: 22.5% | epoch: 1 | remaining: 204s    
step 00428 (32.0%) | loss: 3.675252 | lrm: 1.00 | dt: 230ms | tok/sec: 284,377 | mfu: 22.5% | epoch: 1 | remaining: 204s    
step 00429 (32.1%) | loss: 3.676918 | lrm: 1.00 | dt: 230ms | tok/sec: 284,324 | mfu: 22.5% | epoch: 1 | remaining: 203s    
step 00430 (32.2%) | loss: 3.671290 | lrm: 1.00 | dt: 231ms | tok/sec: 284,281 | mfu: 22.5% | epoch: 1 | remaining: 203s    
step 00431 (32.3%) | loss: 3.678563 | lrm: 1.00 | dt: 231ms | tok/sec: 284,294 | mfu: 22.5% | epoch: 1 | remaining: 203s    
step 00432 (32.3%) | loss: 3.675914 | lrm: 1.00 | dt: 230ms | tok/sec: 284,380 | mfu: 22.5% | epoch: 1 | remaining: 203s    
step 00433 (32.4%) | loss: 3.676203 | lrm: 1.00 | dt: 231ms | tok/sec: 284,027 | mfu: 22.4% | epoch: 1 | remaining: 203s    
step 00434 (32.5%) | loss: 3.673357 | lrm: 1.00 | dt: 230ms | tok/sec: 284,391 | mfu: 22.5% | epoch: 1 | remaining: 202s    
step 00435 (32.6%) | loss: 3.684779 | lrm: 1.00 | dt: 231ms | tok/sec: 284,296 | mfu: 22.5% | epoch: 1 | remaining: 202s    
step 00436 (32.6%) | loss: 3.687792 | lrm: 1.00 | dt: 230ms | tok/sec: 284,505 | mfu: 22.5% | epoch: 1 | remaining: 202s    
step 00437 (32.7%) | loss: 3.678915 | lrm: 1.00 | dt: 230ms | tok/sec: 284,344 | mfu: 22.5% | epoch: 1 | remaining: 202s    
step 00438 (32.8%) | loss: 3.681643 | lrm: 1.00 | dt: 230ms | tok/sec: 284,364 | mfu: 22.5% | epoch: 1 | remaining: 201s    
step 00439 (32.9%) | loss: 3.686511 | lrm: 1.00 | dt: 231ms | tok/sec: 284,181 | mfu: 22.5% | epoch: 1 | remaining: 201s    
step 00440 (33.0%) | loss: 3.682243 | lrm: 1.00 | dt: 230ms | tok/sec: 284,436 | mfu: 22.5% | epoch: 1 | remaining: 201s    
step 00441 (33.0%) | loss: 3.693011 | lrm: 1.00 | dt: 231ms | tok/sec: 284,097 | mfu: 22.5% | epoch: 1 | remaining: 201s    
step 00442 (33.1%) | loss: 3.692089 | lrm: 1.00 | dt: 230ms | tok/sec: 284,397 | mfu: 22.5% | epoch: 1 | remaining: 200s    
step 00443 (33.2%) | loss: 3.689820 | lrm: 1.00 | dt: 231ms | tok/sec: 284,019 | mfu: 22.4% | epoch: 1 | remaining: 200s    
step 00444 (33.3%) | loss: 3.687885 | lrm: 1.00 | dt: 230ms | tok/sec: 284,514 | mfu: 22.5% | epoch: 1 | remaining: 200s    
step 00445 (33.3%) | loss: 3.690539 | lrm: 1.00 | dt: 230ms | tok/sec: 284,434 | mfu: 22.5% | epoch: 1 | remaining: 200s    
step 00446 (33.4%) | loss: 3.688605 | lrm: 1.00 | dt: 231ms | tok/sec: 284,090 | mfu: 22.5% | epoch: 1 | remaining: 200s    
step 00447 (33.5%) | loss: 3.679202 | lrm: 1.00 | dt: 231ms | tok/sec: 284,274 | mfu: 22.5% | epoch: 1 | remaining: 199s    
step 00448 (33.6%) | loss: 3.684911 | lrm: 1.00 | dt: 230ms | tok/sec: 284,437 | mfu: 22.5% | epoch: 1 | remaining: 199s    
step 00449 (33.6%) | loss: 3.680303 | lrm: 1.00 | dt: 230ms | tok/sec: 284,366 | mfu: 22.5% | epoch: 1 | remaining: 199s    
step 00450 (33.7%) | loss: 3.667657 | lrm: 1.00 | dt: 231ms | tok/sec: 284,194 | mfu: 22.5% | epoch: 1 | remaining: 199s    
step 00451 (33.8%) | loss: 3.663623 | lrm: 1.00 | dt: 231ms | tok/sec: 284,250 | mfu: 22.5% | epoch: 1 | remaining: 198s    
step 00452 (33.9%) | loss: 3.668135 | lrm: 1.00 | dt: 231ms | tok/sec: 284,286 | mfu: 22.5% | epoch: 1 | remaining: 198s    
step 00453 (34.0%) | loss: 3.672419 | lrm: 1.00 | dt: 231ms | tok/sec: 284,178 | mfu: 22.5% | epoch: 1 | remaining: 198s    
step 00454 (34.0%) | loss: 3.677468 | lrm: 1.00 | dt: 231ms | tok/sec: 284,010 | mfu: 22.4% | epoch: 1 | remaining: 198s    
step 00455 (34.1%) | loss: 3.676769 | lrm: 1.00 | dt: 230ms | tok/sec: 284,387 | mfu: 22.5% | epoch: 1 | remaining: 197s    
step 00456 (34.2%) | loss: 3.667264 | lrm: 1.00 | dt: 231ms | tok/sec: 284,289 | mfu: 22.5% | epoch: 1 | remaining: 197s    
step 00457 (34.3%) | loss: 3.669547 | lrm: 1.00 | dt: 230ms | tok/sec: 284,507 | mfu: 22.5% | epoch: 1 | remaining: 197s    
step 00458 (34.3%) | loss: 3.668072 | lrm: 1.00 | dt: 231ms | tok/sec: 284,229 | mfu: 22.5% | epoch: 1 | remaining: 197s    
step 00459 (34.4%) | loss: 3.669350 | lrm: 1.00 | dt: 230ms | tok/sec: 284,358 | mfu: 22.5% | epoch: 1 | remaining: 197s    
step 00460 (34.5%) | loss: 3.670565 | lrm: 1.00 | dt: 230ms | tok/sec: 284,348 | mfu: 22.5% | epoch: 1 | remaining: 196s    
step 00461 (34.6%) | loss: 3.668268 | lrm: 1.00 | dt: 231ms | tok/sec: 284,279 | mfu: 22.5% | epoch: 1 | remaining: 196s    
step 00462 (34.6%) | loss: 3.660802 | lrm: 1.00 | dt: 230ms | tok/sec: 284,381 | mfu: 22.5% | epoch: 1 | remaining: 196s    
step 00463 (34.7%) | loss: 3.666386 | lrm: 1.00 | dt: 230ms | tok/sec: 284,452 | mfu: 22.5% | epoch: 1 | remaining: 196s    
step 00464 (34.8%) | loss: 3.672133 | lrm: 1.00 | dt: 230ms | tok/sec: 284,439 | mfu: 22.5% | epoch: 1 | remaining: 195s    
step 00465 (34.9%) | loss: 3.662045 | lrm: 1.00 | dt: 230ms | tok/sec: 284,325 | mfu: 22.5% | epoch: 1 | remaining: 195s    
step 00466 (35.0%) | loss: 3.657490 | lrm: 1.00 | dt: 230ms | tok/sec: 284,502 | mfu: 22.5% | epoch: 1 | remaining: 195s    
step 00467 (35.0%) | loss: 3.653915 | lrm: 1.00 | dt: 230ms | tok/sec: 284,399 | mfu: 22.5% | epoch: 1 | remaining: 195s    
step 00468 (35.1%) | loss: 3.648084 | lrm: 1.00 | dt: 231ms | tok/sec: 284,102 | mfu: 22.5% | epoch: 1 | remaining: 194s    
step 00469 (35.2%) | loss: 3.650191 | lrm: 1.00 | dt: 230ms | tok/sec: 284,471 | mfu: 22.5% | epoch: 1 | remaining: 194s    
step 00470 (35.3%) | loss: 3.647061 | lrm: 1.00 | dt: 231ms | tok/sec: 284,032 | mfu: 22.4% | epoch: 1 | remaining: 194s    
step 00471 (35.3%) | loss: 3.644472 | lrm: 1.00 | dt: 231ms | tok/sec: 284,217 | mfu: 22.5% | epoch: 1 | remaining: 194s    
step 00472 (35.4%) | loss: 3.652228 | lrm: 1.00 | dt: 231ms | tok/sec: 284,261 | mfu: 22.5% | epoch: 1 | remaining: 194s    
step 00473 (35.5%) | loss: 3.646673 | lrm: 1.00 | dt: 230ms | tok/sec: 284,443 | mfu: 22.5% | epoch: 1 | remaining: 193s    
step 00474 (35.6%) | loss: 3.643984 | lrm: 1.00 | dt: 230ms | tok/sec: 284,465 | mfu: 22.5% | epoch: 1 | remaining: 193s    
step 00475 (35.6%) | loss: 3.650692 | lrm: 1.00 | dt: 231ms | tok/sec: 284,137 | mfu: 22.5% | epoch: 1 | remaining: 193s    
step 00476 (35.7%) | loss: 3.654367 | lrm: 1.00 | dt: 231ms | tok/sec: 284,310 | mfu: 22.5% | epoch: 1 | remaining: 193s    
step 00477 (35.8%) | loss: 3.657018 | lrm: 1.00 | dt: 231ms | tok/sec: 284,127 | mfu: 22.5% | epoch: 1 | remaining: 192s    
step 00478 (35.9%) | loss: 3.656140 | lrm: 1.00 | dt: 230ms | tok/sec: 284,418 | mfu: 22.5% | epoch: 1 | remaining: 192s    
step 00479 (36.0%) | loss: 3.661013 | lrm: 1.00 | dt: 231ms | tok/sec: 284,011 | mfu: 22.4% | epoch: 1 | remaining: 192s    
step 00480 (36.0%) | loss: 3.649783 | lrm: 1.00 | dt: 230ms | tok/sec: 284,339 | mfu: 22.5% | epoch: 1 | remaining: 192s    
step 00481 (36.1%) | loss: 3.652043 | lrm: 1.00 | dt: 230ms | tok/sec: 284,458 | mfu: 22.5% | epoch: 1 | remaining: 191s    
step 00482 (36.2%) | loss: 3.648390 | lrm: 1.00 | dt: 230ms | tok/sec: 284,576 | mfu: 22.5% | epoch: 1 | remaining: 191s    
step 00483 (36.3%) | loss: 3.648236 | lrm: 1.00 | dt: 231ms | tok/sec: 284,303 | mfu: 22.5% | epoch: 1 | remaining: 191s    
step 00484 (36.3%) | loss: 3.651875 | lrm: 1.00 | dt: 231ms | tok/sec: 284,304 | mfu: 22.5% | epoch: 1 | remaining: 191s    
step 00485 (36.4%) | loss: 3.647382 | lrm: 1.00 | dt: 231ms | tok/sec: 284,194 | mfu: 22.5% | epoch: 1 | remaining: 191s    
step 00486 (36.5%) | loss: 3.645570 | lrm: 1.00 | dt: 230ms | tok/sec: 284,483 | mfu: 22.5% | epoch: 1 | remaining: 190s    
step 00487 (36.6%) | loss: 3.645624 | lrm: 1.00 | dt: 230ms | tok/sec: 284,453 | mfu: 22.5% | epoch: 1 | remaining: 190s    
step 00488 (36.6%) | loss: 3.640228 | lrm: 1.00 | dt: 230ms | tok/sec: 284,459 | mfu: 22.5% | epoch: 1 | remaining: 190s    
step 00489 (36.7%) | loss: 3.639352 | lrm: 1.00 | dt: 231ms | tok/sec: 284,175 | mfu: 22.5% | epoch: 1 | remaining: 190s    
step 00490 (36.8%) | loss: 3.645225 | lrm: 1.00 | dt: 230ms | tok/sec: 284,358 | mfu: 22.5% | epoch: 1 | remaining: 189s    
step 00491 (36.9%) | loss: 3.643514 | lrm: 1.00 | dt: 231ms | tok/sec: 284,214 | mfu: 22.5% | epoch: 1 | remaining: 189s    
step 00492 (37.0%) | loss: 3.643724 | lrm: 1.00 | dt: 230ms | tok/sec: 284,421 | mfu: 22.5% | epoch: 1 | remaining: 189s    
step 00493 (37.0%) | loss: 3.644705 | lrm: 1.00 | dt: 231ms | tok/sec: 284,298 | mfu: 22.5% | epoch: 1 | remaining: 189s    
step 00494 (37.1%) | loss: 3.640199 | lrm: 1.00 | dt: 230ms | tok/sec: 284,487 | mfu: 22.5% | epoch: 1 | remaining: 188s    
step 00495 (37.2%) | loss: 3.631871 | lrm: 1.00 | dt: 231ms | tok/sec: 284,297 | mfu: 22.5% | epoch: 1 | remaining: 188s    
step 00496 (37.3%) | loss: 3.635775 | lrm: 1.00 | dt: 231ms | tok/sec: 284,248 | mfu: 22.5% | epoch: 1 | remaining: 188s    
step 00497 (37.3%) | loss: 3.640077 | lrm: 1.00 | dt: 230ms | tok/sec: 284,388 | mfu: 22.5% | epoch: 1 | remaining: 188s    
step 00498 (37.4%) | loss: 3.643885 | lrm: 1.00 | dt: 230ms | tok/sec: 284,359 | mfu: 22.5% | epoch: 1 | remaining: 188s    
step 00499 (37.5%) | loss: 3.644371 | lrm: 1.00 | dt: 230ms | tok/sec: 284,450 | mfu: 22.5% | epoch: 1 | remaining: 187s    
step 00500 (37.6%) | loss: 3.641532 | lrm: 1.00 | dt: 231ms | tok/sec: 284,220 | mfu: 22.5% | epoch: 1 | remaining: 187s    
step 00501 (37.6%) | loss: 3.640929 | lrm: 1.00 | dt: 230ms | tok/sec: 284,402 | mfu: 22.5% | epoch: 1 | remaining: 187s    
step 00502 (37.7%) | loss: 3.647068 | lrm: 1.00 | dt: 231ms | tok/sec: 284,171 | mfu: 22.5% | epoch: 1 | remaining: 187s    
step 00503 (37.8%) | loss: 3.648093 | lrm: 1.00 | dt: 231ms | tok/sec: 284,304 | mfu: 22.5% | epoch: 1 | remaining: 186s    
step 00504 (37.9%) | loss: 3.637373 | lrm: 1.00 | dt: 230ms | tok/sec: 284,610 | mfu: 22.5% | epoch: 1 | remaining: 186s    
step 00505 (37.9%) | loss: 3.635997 | lrm: 1.00 | dt: 231ms | tok/sec: 283,996 | mfu: 22.4% | epoch: 1 | remaining: 186s    
step 00506 (38.0%) | loss: 3.635159 | lrm: 1.00 | dt: 231ms | tok/sec: 284,210 | mfu: 22.5% | epoch: 1 | remaining: 186s    
step 00507 (38.1%) | loss: 3.639094 | lrm: 1.00 | dt: 231ms | tok/sec: 284,126 | mfu: 22.5% | epoch: 1 | remaining: 185s    
step 00508 (38.2%) | loss: 3.638524 | lrm: 1.00 | dt: 231ms | tok/sec: 284,085 | mfu: 22.5% | epoch: 1 | remaining: 185s    
step 00509 (38.3%) | loss: 3.631733 | lrm: 1.00 | dt: 230ms | tok/sec: 284,355 | mfu: 22.5% | epoch: 1 | remaining: 185s    
step 00510 (38.3%) | loss: 3.632234 | lrm: 1.00 | dt: 230ms | tok/sec: 284,328 | mfu: 22.5% | epoch: 1 | remaining: 185s    
step 00511 (38.4%) | loss: 3.641606 | lrm: 1.00 | dt: 230ms | tok/sec: 284,341 | mfu: 22.5% | epoch: 1 | remaining: 185s    
step 00512 (38.5%) | loss: 3.639074 | lrm: 1.00 | dt: 231ms | tok/sec: 284,282 | mfu: 22.5% | epoch: 1 | remaining: 184s    
step 00513 (38.6%) | loss: 3.633287 | lrm: 1.00 | dt: 231ms | tok/sec: 284,031 | mfu: 22.4% | epoch: 1 | remaining: 184s    
step 00514 (38.6%) | loss: 3.622494 | lrm: 1.00 | dt: 231ms | tok/sec: 284,154 | mfu: 22.5% | epoch: 1 | remaining: 184s    
step 00515 (38.7%) | loss: 3.621521 | lrm: 1.00 | dt: 231ms | tok/sec: 284,275 | mfu: 22.5% | epoch: 1 | remaining: 184s    
step 00516 (38.8%) | loss: 3.618322 | lrm: 1.00 | dt: 230ms | tok/sec: 284,378 | mfu: 22.5% | epoch: 1 | remaining: 183s    
step 00517 (38.9%) | loss: 3.608450 | lrm: 1.00 | dt: 231ms | tok/sec: 284,054 | mfu: 22.5% | epoch: 1 | remaining: 183s    
step 00518 (38.9%) | loss: 3.618629 | lrm: 1.00 | dt: 230ms | tok/sec: 284,553 | mfu: 22.5% | epoch: 1 | remaining: 183s    
step 00519 (39.0%) | loss: 3.623039 | lrm: 1.00 | dt: 230ms | tok/sec: 284,388 | mfu: 22.5% | epoch: 1 | remaining: 183s    
step 00520 (39.1%) | loss: 3.620482 | lrm: 1.00 | dt: 231ms | tok/sec: 284,188 | mfu: 22.5% | epoch: 1 | remaining: 182s    
step 00521 (39.2%) | loss: 3.624595 | lrm: 1.00 | dt: 231ms | tok/sec: 284,256 | mfu: 22.5% | epoch: 1 | remaining: 182s    
step 00522 (39.3%) | loss: 3.621879 | lrm: 1.00 | dt: 230ms | tok/sec: 284,358 | mfu: 22.5% | epoch: 1 | remaining: 182s    
step 00523 (39.3%) | loss: 3.617883 | lrm: 1.00 | dt: 231ms | tok/sec: 284,232 | mfu: 22.5% | epoch: 1 | remaining: 182s    
step 00524 (39.4%) | loss: 3.621992 | lrm: 1.00 | dt: 231ms | tok/sec: 284,260 | mfu: 22.5% | epoch: 1 | remaining: 182s    
step 00525 (39.5%) | loss: 3.612166 | lrm: 1.00 | dt: 230ms | tok/sec: 284,465 | mfu: 22.5% | epoch: 1 | remaining: 181s    
step 00526 (39.6%) | loss: 3.603289 | lrm: 1.00 | dt: 230ms | tok/sec: 284,336 | mfu: 22.5% | epoch: 1 | remaining: 181s    
step 00527 (39.6%) | loss: 3.597709 | lrm: 1.00 | dt: 231ms | tok/sec: 284,160 | mfu: 22.5% | epoch: 1 | remaining: 181s    
step 00528 (39.7%) | loss: 3.599357 | lrm: 1.00 | dt: 230ms | tok/sec: 284,399 | mfu: 22.5% | epoch: 1 | remaining: 181s    
step 00529 (39.8%) | loss: 3.603363 | lrm: 1.00 | dt: 231ms | tok/sec: 284,277 | mfu: 22.5% | epoch: 1 | remaining: 180s    
step 00530 (39.9%) | loss: 3.607425 | lrm: 1.00 | dt: 231ms | tok/sec: 284,163 | mfu: 22.5% | epoch: 1 | remaining: 180s    
step 00531 (39.9%) | loss: 3.611189 | lrm: 1.00 | dt: 231ms | tok/sec: 284,276 | mfu: 22.5% | epoch: 1 | remaining: 180s    
step 00532 (40.0%) | loss: 3.622880 | lrm: 1.00 | dt: 230ms | tok/sec: 284,406 | mfu: 22.5% | epoch: 1 | remaining: 180s    
step 00533 (40.1%) | loss: 3.623010 | lrm: 1.00 | dt: 230ms | tok/sec: 284,333 | mfu: 22.5% | epoch: 1 | remaining: 179s    
step 00534 (40.2%) | loss: 3.613831 | lrm: 1.00 | dt: 230ms | tok/sec: 284,407 | mfu: 22.5% | epoch: 1 | remaining: 179s    
step 00535 (40.3%) | loss: 3.613580 | lrm: 1.00 | dt: 231ms | tok/sec: 284,148 | mfu: 22.5% | epoch: 1 | remaining: 179s    
step 00536 (40.3%) | loss: 3.629631 | lrm: 1.00 | dt: 231ms | tok/sec: 284,270 | mfu: 22.5% | epoch: 1 | remaining: 179s    
step 00537 (40.4%) | loss: 3.626849 | lrm: 1.00 | dt: 231ms | tok/sec: 284,201 | mfu: 22.5% | epoch: 1 | remaining: 179s    
step 00538 (40.5%) | loss: 3.623036 | lrm: 1.00 | dt: 230ms | tok/sec: 284,482 | mfu: 22.5% | epoch: 1 | remaining: 178s    
step 00539 (40.6%) | loss: 3.621680 | lrm: 1.00 | dt: 231ms | tok/sec: 284,077 | mfu: 22.5% | epoch: 1 | remaining: 178s    
step 00540 (40.6%) | loss: 3.619143 | lrm: 1.00 | dt: 231ms | tok/sec: 283,924 | mfu: 22.4% | epoch: 1 | remaining: 178s    
step 00541 (40.7%) | loss: 3.618879 | lrm: 1.00 | dt: 231ms | tok/sec: 284,300 | mfu: 22.5% | epoch: 1 | remaining: 178s    
step 00542 (40.8%) | loss: 3.626086 | lrm: 1.00 | dt: 230ms | tok/sec: 284,705 | mfu: 22.5% | epoch: 1 | remaining: 177s    
step 00543 (40.9%) | loss: 3.623098 | lrm: 1.00 | dt: 230ms | tok/sec: 284,572 | mfu: 22.5% | epoch: 1 | remaining: 177s    
step 00544 (40.9%) | loss: 3.616713 | lrm: 1.00 | dt: 230ms | tok/sec: 284,441 | mfu: 22.5% | epoch: 1 | remaining: 177s    
step 00545 (41.0%) | loss: 3.617847 | lrm: 1.00 | dt: 231ms | tok/sec: 283,838 | mfu: 22.4% | epoch: 1 | remaining: 177s    
step 00546 (41.1%) | loss: 3.624184 | lrm: 1.00 | dt: 231ms | tok/sec: 284,254 | mfu: 22.5% | epoch: 1 | remaining: 176s    
step 00547 (41.2%) | loss: 3.621213 | lrm: 1.00 | dt: 231ms | tok/sec: 284,292 | mfu: 22.5% | epoch: 1 | remaining: 176s    
step 00548 (41.3%) | loss: 3.621063 | lrm: 1.00 | dt: 231ms | tok/sec: 284,242 | mfu: 22.5% | epoch: 1 | remaining: 176s    
step 00549 (41.3%) | loss: 3.625995 | lrm: 1.00 | dt: 231ms | tok/sec: 284,234 | mfu: 22.5% | epoch: 1 | remaining: 176s    
step 00550 (41.4%) | loss: 3.619382 | lrm: 1.00 | dt: 231ms | tok/sec: 284,152 | mfu: 22.5% | epoch: 1 | remaining: 176s    
step 00551 (41.5%) | loss: 3.624183 | lrm: 1.00 | dt: 231ms | tok/sec: 284,091 | mfu: 22.5% | epoch: 1 | remaining: 175s    
step 00552 (41.6%) | loss: 3.624688 | lrm: 1.00 | dt: 230ms | tok/sec: 284,371 | mfu: 22.5% | epoch: 1 | remaining: 175s    
step 00553 (41.6%) | loss: 3.625981 | lrm: 1.00 | dt: 231ms | tok/sec: 284,171 | mfu: 22.5% | epoch: 1 | remaining: 175s    
step 00554 (41.7%) | loss: 3.626505 | lrm: 1.00 | dt: 230ms | tok/sec: 284,342 | mfu: 22.5% | epoch: 1 | remaining: 175s    
step 00555 (41.8%) | loss: 3.623192 | lrm: 1.00 | dt: 231ms | tok/sec: 284,101 | mfu: 22.5% | epoch: 1 | remaining: 174s    
step 00556 (41.9%) | loss: 3.614708 | lrm: 1.00 | dt: 230ms | tok/sec: 284,356 | mfu: 22.5% | epoch: 1 | remaining: 174s    
step 00557 (41.9%) | loss: 3.618266 | lrm: 1.00 | dt: 230ms | tok/sec: 284,626 | mfu: 22.5% | epoch: 1 | remaining: 174s    
step 00558 (42.0%) | loss: 3.619745 | lrm: 1.00 | dt: 231ms | tok/sec: 284,228 | mfu: 22.5% | epoch: 1 | remaining: 174s    
step 00559 (42.1%) | loss: 3.629430 | lrm: 1.00 | dt: 231ms | tok/sec: 284,261 | mfu: 22.5% | epoch: 1 | remaining: 173s    
step 00560 (42.2%) | loss: 3.621096 | lrm: 1.00 | dt: 231ms | tok/sec: 284,239 | mfu: 22.5% | epoch: 1 | remaining: 173s    
step 00561 (42.3%) | loss: 3.623797 | lrm: 1.00 | dt: 230ms | tok/sec: 284,334 | mfu: 22.5% | epoch: 1 | remaining: 173s    
step 00562 (42.3%) | loss: 3.627110 | lrm: 1.00 | dt: 231ms | tok/sec: 284,184 | mfu: 22.5% | epoch: 1 | remaining: 173s    
step 00563 (42.4%) | loss: 3.613377 | lrm: 1.00 | dt: 230ms | tok/sec: 284,364 | mfu: 22.5% | epoch: 1 | remaining: 173s    
step 00564 (42.5%) | loss: 3.612886 | lrm: 1.00 | dt: 230ms | tok/sec: 284,369 | mfu: 22.5% | epoch: 1 | remaining: 172s    
step 00565 (42.6%) | loss: 3.610294 | lrm: 1.00 | dt: 231ms | tok/sec: 284,281 | mfu: 22.5% | epoch: 1 | remaining: 172s    
step 00566 (42.6%) | loss: 3.607895 | lrm: 1.00 | dt: 231ms | tok/sec: 284,274 | mfu: 22.5% | epoch: 1 | remaining: 172s    
step 00567 (42.7%) | loss: 3.607371 | lrm: 1.00 | dt: 231ms | tok/sec: 284,044 | mfu: 22.5% | epoch: 1 | remaining: 172s    
