wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: ewijaya to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run b0cep5x7
wandb: Tracking run with wandb version 0.25.0
wandb: Run data is saved locally in /home/ubuntu/storage1/recursive-mol/src/wandb/run-20260311_093000-b0cep5x7
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run protein-d6-ReluSquared
wandb: ⭐️ View project at https://wandb.ai/ewijaya/recursive-mol
wandb: 🚀 View run at https://wandb.ai/ewijaya/recursive-mol/runs/b0cep5x7
Track: protein
Vocab size: 24
Model config: {'sequence_len': 512, 'vocab_size': 24, 'n_layer': 6, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 320, 'window_pattern': 'SSSL', 'activation': 'ReluSquared', 'ffn_mult': 5, 'use_value_embeds': True, 'tie_embed_weights': False}
Parameter counts:
  wte                     : 7,680
  value_embeds            : 23,040
  lm_head                 : 7,680
  transformer_matrices    : 8,602,080
  scalars                 : 12
  total                   : 8,640,492
Estimated FLOPs per token: 5.952288e+07
Scaling AdamW LRs by 1/sqrt(320/768) = 1.549193
Time budget: 300s
Max epochs: 10
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 3.177444 | lrm: 1.00 | dt: 3007ms | tok/sec: 21,792 | mfu: 1.0% | epoch: 1 | remaining: 300s    
step 01758 (79.1%) | loss: 2.749412 | lrm: 0.42 | dt: 136ms | tok/sec: 482,274 | mfu: 23.0% | epoch: 4 | remaining: 63s    
step 01759 (79.2%) | loss: 2.751474 | lrm: 0.42 | dt: 136ms | tok/sec: 482,728 | mfu: 23.0% | epoch: 4 | remaining: 62s    
step 01760 (79.2%) | loss: 2.751734 | lrm: 0.42 | dt: 136ms | tok/sec: 482,311 | mfu: 23.0% | epoch: 4 | remaining: 62s    
step 01761 (79.2%) | loss: 2.752050 | lrm: 0.42 | dt: 136ms | tok/sec: 482,658 | mfu: 23.0% | epoch: 4 | remaining: 62s    
step 01762 (79.3%) | loss: 2.753185 | lrm: 0.41 | dt: 136ms | tok/sec: 482,397 | mfu: 23.0% | epoch: 4 | remaining: 62s    
step 01763 (79.3%) | loss: 2.752955 | lrm: 0.41 | dt: 136ms | tok/sec: 482,617 | mfu: 23.0% | epoch: 4 | remaining: 62s    
step 01764 (79.4%) | loss: 2.751828 | lrm: 0.41 | dt: 136ms | tok/sec: 482,362 | mfu: 23.0% | epoch: 4 | remaining: 62s    
step 01765 (79.4%) | loss: 2.752756 | lrm: 0.41 | dt: 136ms | tok/sec: 482,911 | mfu: 23.0% | epoch: 4 | remaining: 62s    
step 01766 (79.5%) | loss: 2.755521 | lrm: 0.41 | dt: 136ms | tok/sec: 482,445 | mfu: 23.0% | epoch: 4 | remaining: 61s    
step 01767 (79.5%) | loss: 2.755238 | lrm: 0.41 | dt: 136ms | tok/sec: 482,705 | mfu: 23.0% | epoch: 4 | remaining: 61s    
step 01768 (79.6%) | loss: 2.755132 | lrm: 0.41 | dt: 136ms | tok/sec: 482,033 | mfu: 23.0% | epoch: 4 | remaining: 61s    
step 01769 (79.6%) | loss: 2.756642 | lrm: 0.41 | dt: 136ms | tok/sec: 483,153 | mfu: 23.0% | epoch: 4 | remaining: 61s    
step 01770 (79.7%) | loss: 2.757270 | lrm: 0.41 | dt: 136ms | tok/sec: 482,384 | mfu: 23.0% | epoch: 4 | remaining: 61s    
step 01771 (79.7%) | loss: 2.757745 | lrm: 0.41 | dt: 136ms | tok/sec: 482,900 | mfu: 23.0% | epoch: 4 | remaining: 61s    
step 01772 (79.7%) | loss: 2.755680 | lrm: 0.41 | dt: 136ms | tok/sec: 482,269 | mfu: 23.0% | epoch: 4 | remaining: 61s    
step 01773 (79.8%) | loss: 2.753607 | lrm: 0.40 | dt: 136ms | tok/sec: 482,730 | mfu: 23.0% | epoch: 4 | remaining: 61s    
step 01774 (79.8%) | loss: 2.751956 | lrm: 0.40 | dt: 136ms | tok/sec: 482,166 | mfu: 23.0% | epoch: 4 | remaining: 60s    
step 01775 (79.9%) | loss: 2.752855 | lrm: 0.40 | dt: 136ms | tok/sec: 482,826 | mfu: 23.0% | epoch: 4 | remaining: 60s    
step 01776 (79.9%) | loss: 2.752307 | lrm: 0.40 | dt: 136ms | tok/sec: 482,175 | mfu: 23.0% | epoch: 4 | remaining: 60s    
step 01777 (80.0%) | loss: 2.751606 | lrm: 0.40 | dt: 136ms | tok/sec: 482,952 | mfu: 23.0% | epoch: 4 | remaining: 60s    
step 01778 (80.0%) | loss: 2.752205 | lrm: 0.40 | dt: 136ms | tok/sec: 482,326 | mfu: 23.0% | epoch: 4 | remaining: 60s    
step 01779 (80.1%) | loss: 2.751004 | lrm: 0.40 | dt: 136ms | tok/sec: 482,872 | mfu: 23.0% | epoch: 4 | remaining: 60s    
step 01780 (80.1%) | loss: 2.750304 | lrm: 0.40 | dt: 136ms | tok/sec: 482,150 | mfu: 23.0% | epoch: 4 | remaining: 60s    
step 01781 (80.1%) | loss: 2.752935 | lrm: 0.40 | dt: 136ms | tok/sec: 482,564 | mfu: 23.0% | epoch: 4 | remaining: 59s    
step 01782 (80.2%) | loss: 2.753005 | lrm: 0.40 | dt: 136ms | tok/sec: 482,050 | mfu: 23.0% | epoch: 4 | remaining: 59s    
step 01783 (80.2%) | loss: 2.750831 | lrm: 0.40 | dt: 136ms | tok/sec: 482,617 | mfu: 23.0% | epoch: 4 | remaining: 59s    
step 01784 (80.3%) | loss: 2.751393 | lrm: 0.39 | dt: 136ms | tok/sec: 482,318 | mfu: 23.0% | epoch: 4 | remaining: 59s    
step 01785 (80.3%) | loss: 2.750166 | lrm: 0.39 | dt: 136ms | tok/sec: 482,589 | mfu: 23.0% | epoch: 4 | remaining: 59s    
step 01786 (80.4%) | loss: 2.750898 | lrm: 0.39 | dt: 136ms | tok/sec: 482,319 | mfu: 23.0% | epoch: 4 | remaining: 59s    
step 01787 (80.4%) | loss: 2.750316 | lrm: 0.39 | dt: 136ms | tok/sec: 482,653 | mfu: 23.0% | epoch: 4 | remaining: 59s    
step 01788 (80.5%) | loss: 2.750448 | lrm: 0.39 | dt: 136ms | tok/sec: 482,434 | mfu: 23.0% | epoch: 4 | remaining: 58s    
step 01789 (80.5%) | loss: 2.750116 | lrm: 0.39 | dt: 136ms | tok/sec: 482,661 | mfu: 23.0% | epoch: 4 | remaining: 58s    
step 01790 (80.6%) | loss: 2.750287 | lrm: 0.39 | dt: 136ms | tok/sec: 482,385 | mfu: 23.0% | epoch: 4 | remaining: 58s    
step 01791 (80.6%) | loss: 2.752029 | lrm: 0.39 | dt: 136ms | tok/sec: 482,851 | mfu: 23.0% | epoch: 4 | remaining: 58s    
step 01792 (80.6%) | loss: 2.752252 | lrm: 0.39 | dt: 136ms | tok/sec: 482,297 | mfu: 23.0% | epoch: 4 | remaining: 58s    
step 01793 (80.7%) | loss: 2.754264 | lrm: 0.39 | dt: 136ms | tok/sec: 482,794 | mfu: 23.0% | epoch: 4 | remaining: 58s    
step 01794 (80.7%) | loss: 2.756210 | lrm: 0.39 | dt: 136ms | tok/sec: 482,297 | mfu: 23.0% | epoch: 4 | remaining: 58s    
step 01795 (80.8%) | loss: 2.756772 | lrm: 0.38 | dt: 136ms | tok/sec: 482,797 | mfu: 23.0% | epoch: 4 | remaining: 58s    
step 01796 (80.8%) | loss: 2.756937 | lrm: 0.38 | dt: 136ms | tok/sec: 482,275 | mfu: 23.0% | epoch: 4 | remaining: 57s    
step 01797 (80.9%) | loss: 2.756509 | lrm: 0.38 | dt: 136ms | tok/sec: 483,045 | mfu: 23.0% | epoch: 4 | remaining: 57s    
step 01798 (80.9%) | loss: 2.753521 | lrm: 0.38 | dt: 136ms | tok/sec: 482,293 | mfu: 23.0% | epoch: 4 | remaining: 57s    
step 01799 (81.0%) | loss: 2.754986 | lrm: 0.38 | dt: 136ms | tok/sec: 482,600 | mfu: 23.0% | epoch: 4 | remaining: 57s    
step 01800 (81.0%) | loss: 2.756564 | lrm: 0.38 | dt: 136ms | tok/sec: 482,340 | mfu: 23.0% | epoch: 4 | remaining: 57s    
step 01801 (81.1%) | loss: 2.755040 | lrm: 0.38 | dt: 136ms | tok/sec: 482,787 | mfu: 23.0% | epoch: 4 | remaining: 57s    
step 01802 (81.1%) | loss: 2.751414 | lrm: 0.38 | dt: 136ms | tok/sec: 482,042 | mfu: 23.0% | epoch: 4 | remaining: 57s    
step 01803 (81.1%) | loss: 2.751898 | lrm: 0.38 | dt: 136ms | tok/sec: 482,668 | mfu: 23.0% | epoch: 4 | remaining: 56s    
step 01804 (81.2%) | loss: 2.751221 | lrm: 0.38 | dt: 136ms | tok/sec: 482,079 | mfu: 23.0% | epoch: 4 | remaining: 56s    
step 01805 (81.2%) | loss: 2.752227 | lrm: 0.38 | dt: 136ms | tok/sec: 482,906 | mfu: 23.0% | epoch: 4 | remaining: 56s    
step 01806 (81.3%) | loss: 2.753119 | lrm: 0.37 | dt: 136ms | tok/sec: 482,106 | mfu: 23.0% | epoch: 4 | remaining: 56s    
step 01807 (81.3%) | loss: 2.753931 | lrm: 0.37 | dt: 136ms | tok/sec: 482,928 | mfu: 23.0% | epoch: 4 | remaining: 56s    
step 01808 (81.4%) | loss: 2.752684 | lrm: 0.37 | dt: 136ms | tok/sec: 482,469 | mfu: 23.0% | epoch: 4 | remaining: 56s    
step 01809 (81.4%) | loss: 2.751944 | lrm: 0.37 | dt: 136ms | tok/sec: 482,712 | mfu: 23.0% | epoch: 4 | remaining: 56s    
step 01810 (81.5%) | loss: 2.754523 | lrm: 0.37 | dt: 136ms | tok/sec: 482,106 | mfu: 23.0% | epoch: 4 | remaining: 55s    
step 01811 (81.5%) | loss: 2.754928 | lrm: 0.37 | dt: 136ms | tok/sec: 482,788 | mfu: 23.0% | epoch: 4 | remaining: 55s    
step 01812 (81.6%) | loss: 2.755630 | lrm: 0.37 | dt: 136ms | tok/sec: 482,159 | mfu: 23.0% | epoch: 4 | remaining: 55s    
step 01813 (81.6%) | loss: 2.756608 | lrm: 0.37 | dt: 136ms | tok/sec: 483,008 | mfu: 23.0% | epoch: 4 | remaining: 55s    
step 01814 (81.6%) | loss: 2.750278 | lrm: 0.37 | dt: 136ms | tok/sec: 482,318 | mfu: 23.0% | epoch: 4 | remaining: 55s    
step 01815 (81.7%) | loss: 2.749966 | lrm: 0.37 | dt: 136ms | tok/sec: 482,819 | mfu: 23.0% | epoch: 4 | remaining: 55s    
step 01816 (81.7%) | loss: 2.750125 | lrm: 0.37 | dt: 136ms | tok/sec: 482,214 | mfu: 23.0% | epoch: 4 | remaining: 55s    
step 01817 (81.8%) | loss: 2.748646 | lrm: 0.36 | dt: 136ms | tok/sec: 482,648 | mfu: 23.0% | epoch: 4 | remaining: 55s    
step 01818 (81.8%) | loss: 2.750214 | lrm: 0.36 | dt: 136ms | tok/sec: 482,101 | mfu: 23.0% | epoch: 4 | remaining: 54s    
step 01819 (81.9%) | loss: 2.750467 | lrm: 0.36 | dt: 136ms | tok/sec: 482,715 | mfu: 23.0% | epoch: 4 | remaining: 54s    
step 01820 (81.9%) | loss: 2.752247 | lrm: 0.36 | dt: 136ms | tok/sec: 482,136 | mfu: 23.0% | epoch: 4 | remaining: 54s    
step 01821 (82.0%) | loss: 2.752299 | lrm: 0.36 | dt: 136ms | tok/sec: 482,826 | mfu: 23.0% | epoch: 4 | remaining: 54s    
step 01822 (82.0%) | loss: 2.752801 | lrm: 0.36 | dt: 136ms | tok/sec: 482,239 | mfu: 23.0% | epoch: 4 | remaining: 54s    
step 01823 (82.0%) | loss: 2.751112 | lrm: 0.36 | dt: 136ms | tok/sec: 482,585 | mfu: 23.0% | epoch: 4 | remaining: 54s    
step 01824 (82.1%) | loss: 2.750522 | lrm: 0.36 | dt: 136ms | tok/sec: 482,268 | mfu: 23.0% | epoch: 4 | remaining: 54s    
step 01825 (82.1%) | loss: 2.753002 | lrm: 0.36 | dt: 136ms | tok/sec: 482,791 | mfu: 23.0% | epoch: 4 | remaining: 53s    
step 01826 (82.2%) | loss: 2.754652 | lrm: 0.36 | dt: 136ms | tok/sec: 482,484 | mfu: 23.0% | epoch: 4 | remaining: 53s    
step 01827 (82.2%) | loss: 2.753176 | lrm: 0.36 | dt: 136ms | tok/sec: 482,997 | mfu: 23.0% | epoch: 4 | remaining: 53s    
step 01828 (82.3%) | loss: 2.752986 | lrm: 0.35 | dt: 136ms | tok/sec: 482,013 | mfu: 23.0% | epoch: 4 | remaining: 53s    
step 01829 (82.3%) | loss: 2.753518 | lrm: 0.35 | dt: 136ms | tok/sec: 482,678 | mfu: 23.0% | epoch: 4 | remaining: 53s    
step 01830 (82.4%) | loss: 2.755855 | lrm: 0.35 | dt: 136ms | tok/sec: 482,561 | mfu: 23.0% | epoch: 4 | remaining: 53s    
step 01831 (82.4%) | loss: 2.755246 | lrm: 0.35 | dt: 136ms | tok/sec: 482,938 | mfu: 23.0% | epoch: 4 | remaining: 53s    
step 01832 (82.5%) | loss: 2.753966 | lrm: 0.35 | dt: 136ms | tok/sec: 481,900 | mfu: 22.9% | epoch: 4 | remaining: 52s    
step 01833 (82.5%) | loss: 2.753656 | lrm: 0.35 | dt: 136ms | tok/sec: 482,716 | mfu: 23.0% | epoch: 4 | remaining: 52s    
step 01834 (82.5%) | loss: 2.752890 | lrm: 0.35 | dt: 136ms | tok/sec: 482,185 | mfu: 23.0% | epoch: 4 | remaining: 52s    
step 01835 (82.6%) | loss: 2.749837 | lrm: 0.35 | dt: 136ms | tok/sec: 483,027 | mfu: 23.0% | epoch: 4 | remaining: 52s    
step 01836 (82.6%) | loss: 2.748860 | lrm: 0.35 | dt: 136ms | tok/sec: 482,248 | mfu: 23.0% | epoch: 4 | remaining: 52s    
step 01837 (82.7%) | loss: 2.747244 | lrm: 0.35 | dt: 136ms | tok/sec: 482,662 | mfu: 23.0% | epoch: 4 | remaining: 52s    
step 01838 (82.7%) | loss: 2.748065 | lrm: 0.35 | dt: 136ms | tok/sec: 482,180 | mfu: 23.0% | epoch: 4 | remaining: 52s    
step 01839 (82.8%) | loss: 2.748806 | lrm: 0.34 | dt: 136ms | tok/sec: 482,999 | mfu: 23.0% | epoch: 4 | remaining: 52s    
step 01840 (82.8%) | loss: 2.749015 | lrm: 0.34 | dt: 136ms | tok/sec: 482,160 | mfu: 23.0% | epoch: 4 | remaining: 51s    
step 01841 (82.9%) | loss: 2.750517 | lrm: 0.34 | dt: 136ms | tok/sec: 482,756 | mfu: 23.0% | epoch: 4 | remaining: 51s    
step 01842 (82.9%) | loss: 2.749572 | lrm: 0.34 | dt: 136ms | tok/sec: 482,307 | mfu: 23.0% | epoch: 4 | remaining: 51s    
step 01843 (83.0%) | loss: 2.748901 | lrm: 0.34 | dt: 136ms | tok/sec: 482,687 | mfu: 23.0% | epoch: 4 | remaining: 51s    
step 01844 (83.0%) | loss: 2.748525 | lrm: 0.34 | dt: 136ms | tok/sec: 482,176 | mfu: 23.0% | epoch: 4 | remaining: 51s    
step 01845 (83.0%) | loss: 2.747745 | lrm: 0.34 | dt: 136ms | tok/sec: 482,689 | mfu: 23.0% | epoch: 4 | remaining: 51s    
step 01846 (83.1%) | loss: 2.746712 | lrm: 0.34 | dt: 136ms | tok/sec: 482,091 | mfu: 23.0% | epoch: 4 | remaining: 51s    
step 01847 (83.1%) | loss: 2.748085 | lrm: 0.34 | dt: 136ms | tok/sec: 482,489 | mfu: 23.0% | epoch: 4 | remaining: 50s    
step 01848 (83.2%) | loss: 2.749662 | lrm: 0.34 | dt: 136ms | tok/sec: 482,318 | mfu: 23.0% | epoch: 4 | remaining: 50s    
step 01849 (83.2%) | loss: 2.749968 | lrm: 0.34 | dt: 136ms | tok/sec: 482,698 | mfu: 23.0% | epoch: 4 | remaining: 50s    
step 01850 (83.3%) | loss: 2.751570 | lrm: 0.33 | dt: 136ms | tok/sec: 482,139 | mfu: 23.0% | epoch: 4 | remaining: 50s    
step 01851 (83.3%) | loss: 2.751466 | lrm: 0.33 | dt: 136ms | tok/sec: 482,778 | mfu: 23.0% | epoch: 4 | remaining: 50s    
step 01852 (83.4%) | loss: 2.750870 | lrm: 0.33 | dt: 136ms | tok/sec: 482,517 | mfu: 23.0% | epoch: 4 | remaining: 50s    
step 01853 (83.4%) | loss: 2.750840 | lrm: 0.33 | dt: 136ms | tok/sec: 482,495 | mfu: 23.0% | epoch: 4 | remaining: 50s    
step 01854 (83.5%) | loss: 2.752730 | lrm: 0.33 | dt: 136ms | tok/sec: 482,248 | mfu: 23.0% | epoch: 4 | remaining: 50s    
step 01855 (83.5%) | loss: 2.754786 | lrm: 0.33 | dt: 136ms | tok/sec: 482,785 | mfu: 23.0% | epoch: 4 | remaining: 49s    
step 01856 (83.5%) | loss: 2.754268 | lrm: 0.33 | dt: 136ms | tok/sec: 482,137 | mfu: 23.0% | epoch: 4 | remaining: 49s    
step 01857 (83.6%) | loss: 2.756431 | lrm: 0.33 | dt: 136ms | tok/sec: 482,600 | mfu: 23.0% | epoch: 4 | remaining: 49s    
step 01858 (83.6%) | loss: 2.755113 | lrm: 0.33 | dt: 136ms | tok/sec: 482,009 | mfu: 23.0% | epoch: 4 | remaining: 49s    
step 01859 (83.7%) | loss: 2.751809 | lrm: 0.33 | dt: 136ms | tok/sec: 482,533 | mfu: 23.0% | epoch: 4 | remaining: 49s    
step 01860 (83.7%) | loss: 2.751817 | lrm: 0.33 | dt: 136ms | tok/sec: 481,848 | mfu: 22.9% | epoch: 4 | remaining: 49s    
step 01861 (83.8%) | loss: 2.752019 | lrm: 0.32 | dt: 136ms | tok/sec: 482,850 | mfu: 23.0% | epoch: 4 | remaining: 49s    
step 01862 (83.8%) | loss: 2.752989 | lrm: 0.32 | dt: 136ms | tok/sec: 482,310 | mfu: 23.0% | epoch: 4 | remaining: 48s    
step 01863 (83.9%) | loss: 2.754562 | lrm: 0.32 | dt: 136ms | tok/sec: 482,946 | mfu: 23.0% | epoch: 4 | remaining: 48s    
step 01864 (83.9%) | loss: 2.754771 | lrm: 0.32 | dt: 136ms | tok/sec: 482,020 | mfu: 23.0% | epoch: 4 | remaining: 48s    
step 01865 (84.0%) | loss: 2.755389 | lrm: 0.32 | dt: 136ms | tok/sec: 482,951 | mfu: 23.0% | epoch: 4 | remaining: 48s    
step 01866 (84.0%) | loss: 2.755989 | lrm: 0.32 | dt: 136ms | tok/sec: 482,227 | mfu: 23.0% | epoch: 4 | remaining: 48s    
step 01867 (84.0%) | loss: 2.753766 | lrm: 0.32 | dt: 136ms | tok/sec: 482,842 | mfu: 23.0% | epoch: 4 | remaining: 48s    
step 01868 (84.1%) | loss: 2.755311 | lrm: 0.32 | dt: 136ms | tok/sec: 482,329 | mfu: 23.0% | epoch: 4 | remaining: 48s    
step 01869 (84.1%) | loss: 2.756133 | lrm: 0.32 | dt: 136ms | tok/sec: 482,741 | mfu: 23.0% | epoch: 4 | remaining: 47s    
step 01870 (84.2%) | loss: 2.756397 | lrm: 0.32 | dt: 136ms | tok/sec: 482,056 | mfu: 23.0% | epoch: 4 | remaining: 47s    
step 01871 (84.2%) | loss: 2.754708 | lrm: 0.32 | dt: 136ms | tok/sec: 482,873 | mfu: 23.0% | epoch: 4 | remaining: 47s    
step 01872 (84.3%) | loss: 2.756044 | lrm: 0.31 | dt: 136ms | tok/sec: 482,114 | mfu: 23.0% | epoch: 4 | remaining: 47s    
step 01873 (84.3%) | loss: 2.754768 | lrm: 0.31 | dt: 136ms | tok/sec: 483,066 | mfu: 23.0% | epoch: 4 | remaining: 47s    
step 01874 (84.4%) | loss: 2.755103 | lrm: 0.31 | dt: 136ms | tok/sec: 481,636 | mfu: 22.9% | epoch: 4 | remaining: 47s    
step 01875 (84.4%) | loss: 2.756216 | lrm: 0.31 | dt: 136ms | tok/sec: 482,857 | mfu: 23.0% | epoch: 4 | remaining: 47s    
step 01876 (84.4%) | loss: 2.753395 | lrm: 0.31 | dt: 136ms | tok/sec: 482,549 | mfu: 23.0% | epoch: 4 | remaining: 47s    
step 01877 (84.5%) | loss: 2.751605 | lrm: 0.31 | dt: 136ms | tok/sec: 482,603 | mfu: 23.0% | epoch: 4 | remaining: 46s    
step 01878 (84.5%) | loss: 2.751147 | lrm: 0.31 | dt: 136ms | tok/sec: 481,956 | mfu: 22.9% | epoch: 4 | remaining: 46s    
step 01879 (84.6%) | loss: 2.749683 | lrm: 0.31 | dt: 136ms | tok/sec: 482,745 | mfu: 23.0% | epoch: 4 | remaining: 46s    
step 01880 (84.6%) | loss: 2.750610 | lrm: 0.31 | dt: 136ms | tok/sec: 482,032 | mfu: 23.0% | epoch: 4 | remaining: 46s    
step 01881 (84.7%) | loss: 2.751055 | lrm: 0.31 | dt: 136ms | tok/sec: 482,680 | mfu: 23.0% | epoch: 4 | remaining: 46s    
step 01882 (84.7%) | loss: 2.747192 | lrm: 0.31 | dt: 136ms | tok/sec: 482,061 | mfu: 23.0% | epoch: 4 | remaining: 46s    
step 01883 (84.8%) | loss: 2.746001 | lrm: 0.30 | dt: 136ms | tok/sec: 482,807 | mfu: 23.0% | epoch: 4 | remaining: 46s    
step 01884 (84.8%) | loss: 2.747485 | lrm: 0.30 | dt: 136ms | tok/sec: 482,320 | mfu: 23.0% | epoch: 4 | remaining: 45s    
step 01885 (84.9%) | loss: 2.747594 | lrm: 0.30 | dt: 136ms | tok/sec: 482,745 | mfu: 23.0% | epoch: 4 | remaining: 45s    
step 01886 (84.9%) | loss: 2.748479 | lrm: 0.30 | dt: 136ms | tok/sec: 482,252 | mfu: 23.0% | epoch: 4 | remaining: 45s    
step 01887 (84.9%) | loss: 2.749003 | lrm: 0.30 | dt: 136ms | tok/sec: 482,806 | mfu: 23.0% | epoch: 4 | remaining: 45s    
step 01888 (85.0%) | loss: 2.747114 | lrm: 0.30 | dt: 136ms | tok/sec: 482,533 | mfu: 23.0% | epoch: 4 | remaining: 45s    
step 01889 (85.0%) | loss: 2.748260 | lrm: 0.30 | dt: 136ms | tok/sec: 482,840 | mfu: 23.0% | epoch: 4 | remaining: 45s    
step 01890 (85.1%) | loss: 2.748119 | lrm: 0.30 | dt: 136ms | tok/sec: 482,310 | mfu: 23.0% | epoch: 4 | remaining: 45s    
step 01891 (85.1%) | loss: 2.750802 | lrm: 0.30 | dt: 136ms | tok/sec: 482,561 | mfu: 23.0% | epoch: 4 | remaining: 44s    
step 01892 (85.2%) | loss: 2.752131 | lrm: 0.30 | dt: 136ms | tok/sec: 482,095 | mfu: 23.0% | epoch: 4 | remaining: 44s    
step 01893 (85.2%) | loss: 2.753630 | lrm: 0.30 | dt: 136ms | tok/sec: 482,951 | mfu: 23.0% | epoch: 4 | remaining: 44s    
step 01894 (85.3%) | loss: 2.751946 | lrm: 0.29 | dt: 136ms | tok/sec: 482,024 | mfu: 23.0% | epoch: 4 | remaining: 44s    
step 01895 (85.3%) | loss: 2.751567 | lrm: 0.29 | dt: 136ms | tok/sec: 482,957 | mfu: 23.0% | epoch: 4 | remaining: 44s    
step 01896 (85.4%) | loss: 2.748185 | lrm: 0.29 | dt: 136ms | tok/sec: 482,137 | mfu: 23.0% | epoch: 4 | remaining: 44s    
step 01897 (85.4%) | loss: 2.749131 | lrm: 0.29 | dt: 136ms | tok/sec: 482,457 | mfu: 23.0% | epoch: 4 | remaining: 44s    
step 01898 (85.4%) | loss: 2.748541 | lrm: 0.29 | dt: 136ms | tok/sec: 482,110 | mfu: 23.0% | epoch: 4 | remaining: 44s    
step 01899 (85.5%) | loss: 2.749334 | lrm: 0.29 | dt: 136ms | tok/sec: 482,747 | mfu: 23.0% | epoch: 4 | remaining: 43s    
step 01900 (85.5%) | loss: 2.749206 | lrm: 0.29 | dt: 136ms | tok/sec: 482,083 | mfu: 23.0% | epoch: 4 | remaining: 43s    
step 01901 (85.6%) | loss: 2.749243 | lrm: 0.29 | dt: 136ms | tok/sec: 482,658 | mfu: 23.0% | epoch: 4 | remaining: 43s    
step 01902 (85.6%) | loss: 2.749568 | lrm: 0.29 | dt: 136ms | tok/sec: 482,345 | mfu: 23.0% | epoch: 4 | remaining: 43s    
step 01903 (85.7%) | loss: 2.749922 | lrm: 0.29 | dt: 136ms | tok/sec: 482,544 | mfu: 23.0% | epoch: 4 | remaining: 43s    
step 01904 (85.7%) | loss: 2.751282 | lrm: 0.29 | dt: 136ms | tok/sec: 482,032 | mfu: 23.0% | epoch: 4 | remaining: 43s    
step 01905 (85.8%) | loss: 2.752816 | lrm: 0.28 | dt: 136ms | tok/sec: 482,795 | mfu: 23.0% | epoch: 4 | remaining: 43s    
step 01906 (85.8%) | loss: 2.752087 | lrm: 0.28 | dt: 136ms | tok/sec: 482,005 | mfu: 23.0% | epoch: 4 | remaining: 42s    
step 01907 (85.9%) | loss: 2.752319 | lrm: 0.28 | dt: 136ms | tok/sec: 482,597 | mfu: 23.0% | epoch: 4 | remaining: 42s    
step 01908 (85.9%) | loss: 2.751190 | lrm: 0.28 | dt: 136ms | tok/sec: 482,184 | mfu: 23.0% | epoch: 4 | remaining: 42s    
step 01909 (85.9%) | loss: 2.751712 | lrm: 0.28 | dt: 136ms | tok/sec: 482,692 | mfu: 23.0% | epoch: 4 | remaining: 42s    
step 01910 (86.0%) | loss: 2.750778 | lrm: 0.28 | dt: 136ms | tok/sec: 482,307 | mfu: 23.0% | epoch: 4 | remaining: 42s    
step 01911 (86.0%) | loss: 2.750688 | lrm: 0.28 | dt: 136ms | tok/sec: 482,818 | mfu: 23.0% | epoch: 4 | remaining: 42s    
step 01912 (86.1%) | loss: 2.748729 | lrm: 0.28 | dt: 136ms | tok/sec: 481,888 | mfu: 22.9% | epoch: 4 | remaining: 42s    
step 01913 (86.1%) | loss: 2.746790 | lrm: 0.28 | dt: 136ms | tok/sec: 482,941 | mfu: 23.0% | epoch: 4 | remaining: 41s    
step 01914 (86.2%) | loss: 2.744427 | lrm: 0.28 | dt: 136ms | tok/sec: 482,170 | mfu: 23.0% | epoch: 4 | remaining: 41s    
step 01915 (86.2%) | loss: 2.745646 | lrm: 0.28 | dt: 136ms | tok/sec: 482,767 | mfu: 23.0% | epoch: 4 | remaining: 41s    
step 01916 (86.3%) | loss: 2.747945 | lrm: 0.27 | dt: 136ms | tok/sec: 481,903 | mfu: 22.9% | epoch: 4 | remaining: 41s    
step 01917 (86.3%) | loss: 2.747508 | lrm: 0.27 | dt: 136ms | tok/sec: 482,557 | mfu: 23.0% | epoch: 4 | remaining: 41s    
step 01918 (86.4%) | loss: 2.749189 | lrm: 0.27 | dt: 136ms | tok/sec: 481,962 | mfu: 23.0% | epoch: 4 | remaining: 41s    
step 01919 (86.4%) | loss: 2.748956 | lrm: 0.27 | dt: 136ms | tok/sec: 482,824 | mfu: 23.0% | epoch: 4 | remaining: 41s    
step 01920 (86.4%) | loss: 2.749771 | lrm: 0.27 | dt: 136ms | tok/sec: 482,350 | mfu: 23.0% | epoch: 4 | remaining: 41s    
step 01921 (86.5%) | loss: 2.752830 | lrm: 0.27 | dt: 136ms | tok/sec: 482,458 | mfu: 23.0% | epoch: 4 | remaining: 40s    
step 01922 (86.5%) | loss: 2.750994 | lrm: 0.27 | dt: 136ms | tok/sec: 482,146 | mfu: 23.0% | epoch: 4 | remaining: 40s    
step 01923 (86.6%) | loss: 2.752420 | lrm: 0.27 | dt: 136ms | tok/sec: 482,862 | mfu: 23.0% | epoch: 4 | remaining: 40s    
step 01924 (86.6%) | loss: 2.750330 | lrm: 0.27 | dt: 136ms | tok/sec: 481,951 | mfu: 22.9% | epoch: 4 | remaining: 40s    
step 01925 (86.7%) | loss: 2.751673 | lrm: 0.27 | dt: 136ms | tok/sec: 483,003 | mfu: 23.0% | epoch: 4 | remaining: 40s    
